,Unnamed: 0,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
616,616,Defeat,Azir,Flash,Teleport,Arcane Comet,Inspiration,0.0,5.0,3.0,1.0
617,617,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,1.0,5.0,3.0,1.0
618,618,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,3.0,4.0,1.0
619,619,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7.0,1.0,10.0,1.0
620,620,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,22.0,14.0,14.0,1.0
621,621,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,8.0,1.0,5.0,1.0
622,622,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,9.0,1.0,11.0,1.0
623,623,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,0.0,7.0,2.0,1.0
624,624,Victory,Vayne,Flash,Heal,Press the Attack,Domination,14.0,6.0,3.0,1.0
625,625,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,4.0,6.0,9.0,1.0
626,626,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3.0,8.0,2.0,1.0
627,627,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4.0,2.0,4.0,1.0
628,628,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,2.0,2.0,7.0,1.0
629,629,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,7.0,3.0,7.0,1.0
630,630,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,3.0,8.0,1.0
631,631,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2.0,4.0,2.0,1.0
632,632,Defeat,Ryze,Flash,Teleport,Phase Rush,Domination,2.0,10.0,0.0,1.0
633,633,Victory,Aphelios,Flash,Heal,Conqueror,Domination,2.0,1.0,5.0,1.0
634,634,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,7.0,9.0,3.0,1.0
635,635,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,7.0,1.0,5.0,1.0
636,636,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6.0,1.0,6.0,1.0
637,637,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,8.0,5.0,1.0
638,638,Defeat,Vayne,Flash,Teleport,Press the Attack,Domination,4.0,10.0,5.0,1.0
639,639,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2.0,11.0,12.0,1.0
640,640,Defeat,Rek'Sai,Flash,Smite,Hail of Blades,Sorcery,7.0,9.0,6.0,1.0
641,641,Victory,Sivir,Flash,Heal,Dark Harvest,Sorcery,5.0,3.0,12.0,1.0
642,642,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,6.0,9.0,4.0,1.0
643,643,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9.0,1.0,11.0,1.0
644,644,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,1.0,4.0,1.0
645,645,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,11.0,3.0,2.0,1.0
646,646,Defeat,Draven,Flash,Exhaust,Hail of Blades,Precision,9.0,12.0,7.0,1.0
647,647,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4.0,2.0,5.0,1.0
648,648,Victory,Xayah,Flash,Heal,Lethal Tempo,Domination,8.0,4.0,5.0,1.0
649,649,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,1.0,6.0,1.0
650,650,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,5.0,8.0,3.0,1.0
651,651,Victory,Sivir,Flash,Teleport,Dark Harvest,Sorcery,11.0,5.0,18.0,1.0
652,652,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9.0,4.0,3.0,1.0
653,653,Defeat,Viego,Flash,Smite,Conqueror,Domination,2.0,4.0,0.0,1.0
654,654,Defeat,Senna,Flash,Heal,Grasp of the Undying,Precision,4.0,12.0,20.0,1.0
655,655,Victory,Senna,Flash,Heal,Glacial Augment,Precision,8.0,3.0,8.0,1.0
656,656,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7.0,4.0,1.0,1.0
657,657,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,2.0,5.0,2.0,1.0
658,658,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,2.0,6.0,0.0,1.0
659,659,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6.0,1.0,4.0,1.0
660,660,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,5.0,3.0,5.0,1.0
661,661,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,14.0,8.0,4.0,1.0
662,662,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,5.0,6.0,3.0,1.0
663,663,Defeat,Pyke,Flash,Ignite,Hail of Blades,Inspiration,1.0,5.0,4.0,1.0
664,664,Victory,Senna,Flash,Teleport,Glacial Augment,Precision,7.0,5.0,11.0,1.0
665,665,Victory,Vayne,Flash,Heal,Press the Attack,Domination,9.0,2.0,7.0,1.0
666,666,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,4.0,7.0,1.0,1.0
667,667,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,6.0,6.0,7.0,1.0
668,668,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,12.0,7.0,12.0,1.0
669,669,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,10.0,9.0,7.0,1.0
670,670,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,2.0,9.0,1.0
671,671,Victory,Ezreal,Flash,Teleport,Conqueror,Sorcery,9.0,3.0,11.0,1.0
672,672,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,4.0,9.0,5.0,1.0
673,673,Victory,Sivir,Flash,Teleport,Dark Harvest,Sorcery,14.0,8.0,14.0,1.0
674,674,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,11.0,4.0,2.0,1.0
675,675,Victory,Nautilus,Flash,Exhaust,Aftershock,Inspiration,2.0,9.0,24.0,1.0
676,676,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11.0,3.0,7.0,1.0
677,677,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,7.0,4.0,4.0,1.0
678,678,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,5.0,4.0,1.0
679,679,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,6.0,10.0,4.0,1.0
680,680,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13.0,5.0,6.0,1.0
681,681,Victory,Senna,Flash,Teleport,Glacial Augment,Precision,3.0,6.0,11.0,1.0
682,682,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,10.0,8.0,1.0
683,683,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,3.0,0.0,0.0,1.0
684,684,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,3.0,3.0,6.0,1.0
685,685,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,4.0,5.0,17.0,1.0
686,686,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4.0,12.0,5.0,1.0
687,687,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,3.0,9.0,2.0,1.0
688,688,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,4.0,9.0,8.0,1.0
689,689,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12.0,7.0,11.0,1.0
690,690,Defeat,Viego,Flash,Teleport,Fleet Footwork,Domination,2.0,7.0,6.0,1.0
691,691,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13.0,2.0,5.0,1.0
692,692,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,2.0,10.0,9.0,1.0
693,693,Victory,Sivir,Flash,Teleport,Dark Harvest,Sorcery,12.0,10.0,14.0,1.0
694,694,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,2.0,7.0,1.0
695,695,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,8.0,3.0,1.0
696,696,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,0.0,7.0,9.0,1.0
697,697,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12.0,2.0,5.0,1.0
698,698,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,8.0,3.0,6.0,1.0
699,699,Victory,Vayne,Flash,Heal,Press the Attack,Domination,7.0,2.0,1.0,1.0
700,700,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12.0,2.0,12.0,1.0
701,701,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,7.0,3.0,4.0,1.0
702,702,Victory,Vayne,Flash,Heal,Press the Attack,Domination,8.0,1.0,1.0,1.0
703,703,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,1.0,4.0,0.0,1.0
704,704,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,4.0,8.0,5.0,1.0
705,705,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,0.0,4.0,1.0
706,706,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,6.0,1.0,1.0
707,707,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1.0,11.0,2.0,1.0
708,708,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,3.0,3.0,1.0
709,709,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Domination,1.0,11.0,8.0,1.0
710,710,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,2.0,9.0,1.0
711,711,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,6.0,6.0,4.0,1.0
712,712,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2.0,0.0,4.0,1.0
713,713,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2.0,9.0,1.0,1.0
714,714,Defeat,Xayah,Flash,Heal,Lethal Tempo,Domination,7.0,3.0,5.0,1.0
715,715,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,1.0,10.0,8.0,1.0
716,716,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,10.0,7.0,8.0,1.0
717,717,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,2.0,7.0,6.0,1.0
718,718,Defeat,Jinx,Flash,Heal,Lethal Tempo,Sorcery,8.0,7.0,3.0,1.0
719,719,Victory,Samira,Flash,Heal,Conqueror,Domination,20.0,2.0,2.0,1.0
720,720,Victory,Gragas,Flash,Ignite,Phase Rush,Inspiration,6.0,3.0,9.0,1.0
721,721,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,0.0,10.0,2.0,1.0
722,722,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Sorcery,5.0,4.0,10.0,1.0
723,723,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,0.0,6.0,3.0,1.0
724,724,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,0.0,5.0,0.0,1.0
725,725,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,5.0,8.0,8.0,1.0
726,726,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4.0,2.0,8.0,1.0
727,727,Defeat,Jinx,Flash,Heal,Lethal Tempo,Sorcery,2.0,6.0,5.0,1.0
728,728,Defeat,Samira,Flash,Heal,Conqueror,Domination,3.0,6.0,0.0,1.0
729,729,Victory,Pyke,Flash,Ignite,Hail of Blades,Inspiration,2.0,3.0,10.0,1.0
730,730,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,14.0,3.0,5.0,1.0
731,731,Victory,Vayne,Flash,Heal,Press the Attack,Domination,18.0,0.0,1.0,1.0
732,732,Victory,Senna,Flash,Exhaust,Glacial Augment,Precision,1.0,5.0,6.0,1.0
733,733,Victory,Senna,Flash,Heal,Glacial Augment,Precision,4.0,7.0,13.0,1.0
734,734,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7.0,11.0,6.0,1.0
735,735,Defeat,Gnar,Flash,Teleport,Fleet Footwork,Domination,3.0,10.0,14.0,1.0
736,736,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,8.0,4.0,1.0
737,737,Defeat,Jinx,Flash,Heal,Conqueror,Domination,0.0,6.0,1.0,1.0
738,738,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,7.0,4.0,1.0
739,739,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2.0,8.0,2.0,1.0
740,740,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6.0,8.0,7.0,1.0
741,741,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,3.0,9.0,5.0,1.0
742,742,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,2.0,8.0,1.0,1.0
743,743,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,9.0,2.0,1.0
744,744,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1.0,10.0,1.0,1.0
745,745,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,1.0,5.0,1.0,1.0
746,746,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,1.0,7.0,4.0,1.0
747,747,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,8.0,3.0,9.0,1.0
748,748,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,8.0,11.0,6.0,1.0
749,749,Victory,Jinx,Flash,Heal,Conqueror,Domination,4.0,5.0,4.0,1.0
750,750,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13.0,6.0,10.0,1.0
751,751,Defeat,Sivir,Flash,Heal,Dark Harvest,Sorcery,8.0,11.0,14.0,1.0
752,752,Victory,Jinx,Flash,Heal,Conqueror,Domination,8.0,5.0,6.0,1.0
753,753,Victory,Jinx,Flash,Heal,Conqueror,Domination,3.0,0.0,4.0,1.0
754,754,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,1.0,1.0,10.0,1.0
755,755,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,2.0,13.0,3.0,1.0
756,756,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,3.0,7.0,7.0,1.0
757,757,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,8.0,3.0,1.0
758,758,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,13.0,0.0,0.0,1.0
759,759,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1.0,6.0,8.0,1.0
760,760,Defeat,Jinx,Flash,Heal,Conqueror,Domination,2.0,7.0,3.0,1.0
761,761,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,3.0,6.0,3.0,1.0
762,762,Defeat,Samira,Flash,Heal,Conqueror,Domination,4.0,10.0,8.0,1.0
763,763,Victory,Jinx,Flash,Heal,Conqueror,Domination,13.0,6.0,8.0,1.0
764,764,Victory,Jinx,Flash,Heal,Conqueror,Domination,13.0,10.0,12.0,1.0
765,765,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,17.0,2.0,6.0,1.0
766,766,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,5.0,9.0,1.0
767,767,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,4.0,4.0,8.0,1.0
768,768,Defeat,Viego,Flash,Smite,Conqueror,Domination,3.0,9.0,8.0,1.0
769,769,Defeat,Samira,Flash,Heal,Conqueror,Domination,2.0,4.0,1.0,1.0
770,770,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,8.0,5.0,6.0,1.0
771,771,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,11.0,5.0,9.0,1.0
772,772,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,5.0,4.0,4.0,1.0
773,773,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,1.0,6.0,3.0,1.0
774,774,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,11.0,6.0,5.0,1.0
775,775,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,1.0,11.0,1.0
776,776,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,8.0,4.0,6.0,1.0
777,777,Victory,Vayne,Flash,Heal,Press the Attack,Domination,5.0,2.0,4.0,1.0
778,778,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,15.0,4.0,10.0,1.0
779,779,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,5.0,5.0,16.0,1.0
780,780,Victory,Samira,Flash,Heal,Conqueror,Domination,30.0,5.0,8.0,1.0
781,781,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,1.0,2.0,2.0,1.0
782,782,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,8.0,1.0,1.0,1.0
783,783,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,4.0,6.0,1.0,1.0
784,784,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2.0,7.0,8.0,1.0
785,785,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,10.0,8.0,14.0,1.0
786,786,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4.0,7.0,2.0,1.0
787,787,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,12.0,3.0,9.0,1.0
788,788,Defeat,Qiyana,Flash,Ignite,Electrocute,Inspiration,15.0,10.0,22.0,1.0
789,789,Victory,Rell,Flash,Mark,Hail of Blades,Precision,4.0,9.0,29.0,1.0
790,790,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,14.0,5.0,9.0,1.0
791,791,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,10.0,4.0,13.0,1.0
792,792,Defeat,Graves,Flash,Smite,Phase Rush,Precision,10.0,4.0,6.0,1.0
793,793,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,3.0,4.0,9.0,1.0
794,794,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2.0,5.0,3.0,1.0
795,795,Defeat,Ashe,Flash,Heal,Lethal Tempo,Inspiration,6.0,10.0,5.0,1.0
796,796,Defeat,Gnar,Flash,Teleport,Fleet Footwork,Domination,1.0,4.0,8.0,1.0
797,797,Victory,Sivir,Flash,Heal,Lethal Tempo,Sorcery,3.0,9.0,6.0,1.0
798,798,Victory,Aphelios,Flash,Heal,Conqueror,Domination,9.0,9.0,12.0,1.0
799,799,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,3.0,5.0,1.0,1.0
800,800,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,3.0,8.0,1.0
801,801,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,14.0,9.0,9.0,1.0
802,802,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,9.0,1.0,1.0
803,803,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,9.0,7.0,3.0,1.0
804,804,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,3.0,1.0,8.0,1.0
805,805,Victory,Samira,Flash,Heal,Conqueror,Domination,7.0,3.0,1.0,1.0
806,806,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,1.0,5.0,1.0
807,807,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,1.0,14.0,1.0,1.0
808,808,Victory,Jinx,Flash,Heal,Conqueror,Domination,2.0,4.0,5.0,1.0
809,809,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,7.0,8.0,5.0,1.0
810,810,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,13.0,4.0,6.0,1.0
811,811,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6.0,7.0,3.0,1.0
812,812,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,27.0,3.0,4.0,1.0
813,813,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,4.0,7.0,1.0
814,814,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,24.0,6.0,8.0,1.0
815,815,Victory,Gnar,Flash,Teleport,Glacial Augment,Domination,1.0,1.0,1.0,1.0
816,816,Defeat,Ezreal,Flash,Ignite,Conqueror,Inspiration,2.0,7.0,1.0,1.0
817,817,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,6.0,1.0,5.0,1.0
818,818,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,1.0,2.0,3.0,1.0
819,819,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,18.0,2.0,7.0,1.0
820,820,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,7.0,8.0,6.0,1.0
821,821,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,4.0,9.0,1.0
822,822,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2.0,5.0,8.0,1.0
823,823,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,9.0,2.0,2.0,1.0
824,824,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0.0,4.0,3.0,1.0
825,825,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,7.0,9.0,2.0,1.0
826,826,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,13.0,5.0,4.0,1.0
827,827,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,16.0,9.0,17.0,1.0
828,828,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,9.0,4.0,6.0,1.0
829,829,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2.0,7.0,0.0,1.0
830,830,Defeat,Samira,Flash,Heal,Conqueror,Domination,0.0,8.0,2.0,1.0
831,831,Victory,Samira,Flash,Heal,Conqueror,Domination,3.0,2.0,10.0,1.0
832,832,Victory,Senna,Flash,Cleanse,Glacial Augment,Precision,9.0,4.0,19.0,1.0
833,833,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,1.0,6.0,3.0,1.0
834,834,Defeat,Samira,Flash,Heal,Conqueror,Domination,7.0,6.0,12.0,1.0
835,835,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,15.0,2.0,7.0,1.0
836,836,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,2.0,7.0,2.0,1.0
837,837,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,7.0,1.0,1.0
838,838,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,3.0,6.0,9.0,1.0
839,839,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,2.0,3.0,1.0
840,840,Defeat,Gnar,Flash,Teleport,Fleet Footwork,Domination,1.0,5.0,0.0,1.0
841,841,Victory,Vayne,Flash,Heal,Press the Attack,Domination,6.0,0.0,5.0,1.0
842,842,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,11.0,5.0,8.0,1.0
843,843,Defeat,Jinx,Flash,Heal,Conqueror,Sorcery,4.0,4.0,1.0,1.0
844,844,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Domination,5.0,11.0,8.0,1.0
845,845,Victory,Vayne,Flash,Heal,Press the Attack,Domination,3.0,5.0,7.0,1.0
846,846,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,12.0,6.0,8.0,1.0
847,847,Victory,Senna,Flash,Cleanse,Glacial Augment,Precision,11.0,9.0,14.0,1.0
848,848,Victory,Senna,Flash,Heal,Glacial Augment,Precision,7.0,8.0,13.0,1.0
849,849,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,6.0,4.0,14.0,1.0
850,850,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,7.0,10.0,1.0
851,851,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,14.0,3.0,6.0,1.0
852,852,Defeat,Samira,Flash,Heal,Conqueror,Domination,1.0,10.0,3.0,1.0
853,853,Defeat,Poppy,Flash,Teleport,Hail of Blades,Inspiration,2.0,6.0,1.0,1.0
854,854,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,3.0,3.0,4.0,1.0
855,855,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,9.0,1.0,1.0
856,856,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13.0,2.0,4.0,1.0
857,857,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,3.0,1.0,3.0,1.0
858,858,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,6.0,9.0,8.0,1.0
859,859,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,15.0,5.0,10.0,1.0
860,860,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0.0,7.0,1.0,1.0
861,861,Defeat,Samira,Flash,Heal,Conqueror,Domination,5.0,6.0,5.0,1.0
862,862,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,0.0,8.0,3.0,1.0
863,863,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,9.0,3.0,12.0,1.0
864,864,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,9.0,3.0,8.0,1.0
865,865,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2.0,1.0,1.0,1.0
866,866,Defeat,Viego,Flash,Teleport,Conqueror,Domination,2.0,8.0,2.0,1.0
867,867,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4.0,8.0,8.0,1.0
868,868,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,1.0,8.0,5.0,1.0
869,869,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,2.0,1.0,0.0,1.0
870,870,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,8.0,13.0,3.0,1.0
871,871,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6.0,4.0,8.0,1.0
872,872,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,7.0,4.0,1.0
873,873,Victory,Orianna,Flash,Teleport,Phase Rush,Inspiration,5.0,2.0,11.0,1.0
874,874,Defeat,Samira,Flash,Heal,Conqueror,Domination,2.0,5.0,3.0,1.0
875,875,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4.0,5.0,3.0,1.0
876,876,Victory,Samira,Flash,Heal,Conqueror,Domination,5.0,2.0,4.0,1.0
877,877,Victory,Miss Fortune,Flash,Cleanse,Press the Attack,Sorcery,5.0,1.0,4.0,1.0
878,878,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13.0,6.0,9.0,1.0
879,879,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,21.0,3.0,7.0,1.0
880,880,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,6.0,1.0,15.0,1.0
881,881,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,9.0,4.0,8.0,1.0
882,882,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,15.0,8.0,11.0,1.0
883,883,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,4.0,7.0,6.0,1.0
884,884,Victory,Gnar,Flash,Teleport,Fleet Footwork,Domination,1.0,5.0,0.0,1.0
885,885,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,1.0,10.0,3.0,1.0
886,886,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2.0,4.0,6.0,1.0
887,887,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0.0,3.0,3.0,1.0
