,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
342,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,4,2,1
343,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,4,1,7,1
344,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Sorcery,6,3,10,1
345,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4,6,0,1
346,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,4,5,13,1
347,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,8,8,17,1
348,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4,9,7,1
349,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,0,5,4,1
350,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,4,1,8,1
351,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,5,6,12,1
352,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,5,4,6,1
353,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,8,9,4,1
354,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,4,0,1,1
355,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,5,3,3,1
356,Victory,Samira,Flash,Heal,Conqueror,Domination,11,3,10,1
357,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,8,4,7,1
358,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,11,8,11,1
359,Defeat,Ezreal,Flash,Exhaust,Conqueror,Inspiration,1,3,0,1
360,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,6,1,6,1
361,Victory,Kai'Sa,Flash,Exhaust,Hail of Blades,Inspiration,4,0,3,1
362,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,5,5,7,1
363,Defeat,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,4,4,6,1
364,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,7,6,10,1
365,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,2,0,1
366,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,6,1,3,1
367,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,14,3,8,1
368,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13,5,15,1
369,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,3,4,5,1
370,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,5,1,1
371,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13,4,4,1
372,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,12,2,1
373,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,19,8,12,1
374,Defeat,Jhin,Flash,Heal,Fleet Footwork,Sorcery,15,7,9,1
375,Victory,Twitch,Flash,Heal,Hail of Blades,Precision,11,13,6,1
376,Victory,Twitch,Flash,Heal,Lethal Tempo,Domination,15,2,3,1
377,Victory,Lucian,Flash,Heal,Press the Attack,Domination,5,5,5,1
378,Victory,Vi,Flash,Smite,Conqueror,Domination,7,4,12,1
379,Victory,Fiora,Flash,Teleport,Conqueror,Domination,19,2,3,1
380,Defeat,Viego,Flash,Teleport,Conqueror,Domination,5,10,0,1
381,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4,1,9,1
382,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,8,2,5,1
383,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,3,1,6,1
384,Victory,Pantheon,Flash,Mark,Dark Harvest,Resolve,16,9,31,1
385,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,5,2,1
386,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,6,8,1
387,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,5,1,0,1
388,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,3,2,2,1
389,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,18,7,7,1
390,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,4,5,5,1
391,Victory,Jinx,Flash,Heal,Conqueror,Domination,14,5,2,1
392,Victory,Senna,Flash,Cleanse,Glacial Augment,Domination,2,0,10,1
393,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,12,4,7,1
394,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,10,9,1
395,Remake,Varus,Flash,Heal,Arcane Comet,Inspiration,0,0,0,1
396,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,7,3,1
397,Victory,Jinx,Flash,Heal,Conqueror,Domination,10,1,6,1
398,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,1,5,1,1
399,Victory,Samira,Flash,Heal,Conqueror,Domination,8,2,9,1
400,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,4,17,1
401,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,3,7,9,1
402,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,1,9,14,1
403,Victory,Xin Zhao,Flash,Cleanse,Phase Rush,Inspiration,5,9,9,1
404,Victory,Xin Zhao,Flash,Smite,Phase Rush,Precision,10,7,15,1
405,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,17,4,4,1
406,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,6,0,2,1
407,Victory,Xin Zhao,Flash,Teleport,Phase Rush,Inspiration,7,8,8,1
408,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1,6,1,1
409,Victory,Jinx,Flash,Heal,Conqueror,Domination,13,3,10,1
410,Victory,Senna,Flash,Cleanse,Glacial Augment,Domination,2,1,7,1
411,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Domination,5,8,8,1
412,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,9,0,10,1
413,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,13,5,9,1
414,Defeat,Lee Sin,Flash,Smite,Conqueror,Sorcery,0,6,1,1
415,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,9,11,10,1
416,Victory,Senna,Flash,Heal,Glacial Augment,Domination,13,7,17,1
417,Defeat,Jayce,Flash,Teleport,Electrocute,Inspiration,3,9,0,1
418,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,6,6,1
419,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,7,8,9,1
420,Victory,Jinx,Flash,Heal,Conqueror,Domination,7,3,12,1
421,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,7,3,9,1
422,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,5,8,6,1
423,Victory,Jinx,Flash,Cleanse,Conqueror,Inspiration,4,5,2,1
424,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,12,6,5,1
425,Victory,Ezreal,Flash,Cleanse,Conqueror,Inspiration,14,4,7,1
426,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,5,6,1,1
427,Victory,Jinx,Flash,Cleanse,Conqueror,Inspiration,5,2,9,1
428,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,3,4,1
429,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,8,5,1,1
430,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,15,5,9,1
431,Victory,Jhin,Flash,Heal,Fleet Footwork,Sorcery,6,3,13,1
432,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,4,9,14,1
433,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,7,5,15,1
434,Defeat,Urgot,Flash,Teleport,Press the Attack,Resolve,2,7,1,1
435,Defeat,Senna,Flash,Cleanse,Glacial Augment,Domination,2,8,8,1
436,Victory,Jinx,Flash,Heal,Conqueror,Inspiration,11,7,9,1
437,Victory,Urgot,Flash,Teleport,Press the Attack,Resolve,3,3,3,1
438,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,6,6,4,1
439,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,6,1,2,1
440,Victory,Senna,Flash,Heal,Glacial Augment,Domination,4,2,7,1
441,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,8,0,0,1
442,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,6,1,1
443,Defeat,Lillia,Flash,Smite,Dark Harvest,Inspiration,1,7,9,1
444,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,4,2,4,1
445,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,10,5,5,1
446,Defeat,Jinx,Flash,Cleanse,Conqueror,Inspiration,10,7,8,1
447,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,0,7,0,1
448,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,8,6,12,1
449,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,8,10,4,1
450,Victory,Jinx,Flash,Heal,Conqueror,Domination,13,1,6,1
451,Victory,Varus,Flash,Cleanse,Arcane Comet,Inspiration,6,8,7,1
452,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,10,3,10,1
453,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4,7,0,1
454,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,7,0,1
455,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,5,8,1
456,Victory,Senna,Flash,Heal,Glacial Augment,Domination,7,3,16,1
457,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,14,1,5,1
458,Victory,Lucian,Flash,Heal,Press the Attack,Inspiration,14,7,12,1
459,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,5,3,7,1
460,Defeat,Cho'Gath,Flash,Teleport,Grasp of the Undying,Precision,6,7,4,1
461,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,16,3,10,1
462,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,6,6,5,1
463,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,19,3,5,1
464,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,9,8,4,1
465,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,1,12,2,1
466,Victory,Aphelios,Flash,Heal,Conqueror,Domination,5,3,2,1
467,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,2,4,4,1
468,Victory,Rek'Sai,Flash,Smite,Conqueror,Sorcery,8,4,4,1
469,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,1,3,10,1
470,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,1,7,0,1
471,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,7,8,1
472,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3,8,3,1
473,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,0,11,5,1
474,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,9,1,6,1
475,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4,6,13,1
476,Victory,Draven,Flash,Heal,Hail of Blades,Inspiration,6,5,11,1
477,Defeat,Viego,Flash,Ignite,Conqueror,Domination,2,6,7,1
478,Defeat,Viego,Flash,Teleport,Conqueror,Domination,9,6,9,1
479,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,8,7,5,1
480,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,9,6,1
481,Victory,Draven,Flash,Heal,Hail of Blades,Inspiration,6,4,12,1
482,Defeat,Draven,Flash,Cleanse,Hail of Blades,Inspiration,3,10,2,1
483,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4,1,4,1
484,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,12,6,9,1
485,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,10,5,6,1
486,Victory,Nidalee,Flash,Smite,Dark Harvest,Sorcery,7,4,11,1
487,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,1,5,2,1
488,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,3,0,0,1
489,Defeat,Aatrox,Flash,Teleport,Conqueror,Resolve,5,6,2,1
490,Defeat,Jinx,Flash,Heal,Conqueror,Domination,2,8,8,1
491,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,8,1,1
492,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,11,8,3,1
493,Victory,Jinx,Flash,Cleanse,Conqueror,Inspiration,4,6,13,1
494,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,8,5,16,1
495,Defeat,Jinx,Flash,Cleanse,Conqueror,Inspiration,4,10,6,1
496,Victory,Tristana,Flash,Teleport,Hail of Blades,Precision,4,3,4,1
497,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,7,3,1
498,Defeat,Viktor,Flash,Teleport,Phase Rush,Inspiration,0,7,1,1
499,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,16,6,11,1
500,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,9,8,1
501,Defeat,Jinx,Flash,Heal,Conqueror,Domination,4,4,5,1
502,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,9,8,3,1
503,Victory,Draven,Flash,Heal,Hail of Blades,Inspiration,2,0,6,1
504,Defeat,Jhin,Flash,Heal,Fleet Footwork,Sorcery,0,4,2,1
505,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,5,15,13,1
506,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,6,0,1,1
507,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4,9,2,1
508,Defeat,Draven,Flash,Cleanse,Hail of Blades,Precision,1,8,1,1
509,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,3,8,6,1
510,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,3,7,2,1
511,Defeat,Jhin,Flash,Heal,Fleet Footwork,Sorcery,9,5,10,1
512,Victory,Gnar,Flash,Teleport,Grasp of the Undying,Domination,3,8,12,1
513,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,13,1,3,1
514,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Sorcery,8,2,8,1
515,Defeat,Sivir,Flash,Heal,Dark Harvest,Sorcery,9,6,4,1
516,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,3,5,3,1
517,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,22,3,5,1
518,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,13,7,12,1
519,Victory,Draven,Flash,Heal,Hail of Blades,Precision,8,5,9,1
520,Victory,Draven,Flash,Teleport,Hail of Blades,Precision,4,7,1,1
521,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,8,6,5,1
522,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,1,4,1,1
523,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,5,2,4,1
524,Victory,Senna,Flash,Cleanse,Glacial Augment,Precision,5,4,10,1
525,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,4,9,4,1
526,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,11,7,11,1
527,Victory,Varus,Flash,Cleanse,Arcane Comet,Inspiration,4,4,5,1
528,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,5,1,3,1
529,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,4,5,6,1
530,Victory,Vayne,Flash,Heal,Press the Attack,Domination,12,6,5,1
531,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,6,3,1
532,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1,8,4,1
533,Victory,Gangplank,Flash,Teleport,Grasp of the Undying,Inspiration,6,11,5,1
534,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,6,2,8,1
535,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,5,2,5,1
536,Victory,Jhin,Flash,Heal,Fleet Footwork,Sorcery,11,6,7,1
537,Victory,Jhin,Flash,Heal,Fleet Footwork,Sorcery,8,3,10,1
538,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,1,14,11,1
539,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,4,3,2,1
540,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4,6,8,1
541,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,2,3,6,1
542,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,13,8,14,1
543,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,1,5,5,1
544,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,5,2,3,1
545,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4,9,2,1
546,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,5,5,13,1
547,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,9,9,10,1
548,Defeat,Jinx,Flash,Heal,Conqueror,Domination,2,5,7,1
549,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1,6,7,1
550,Victory,Jinx,Flash,Heal,Conqueror,Domination,8,1,1,1
551,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1,7,4,1
552,Victory,Jinx,Flash,Heal,Conqueror,Domination,12,3,7,1
553,Victory,Jinx,Flash,Heal,Conqueror,Domination,6,4,11,1
554,Victory,Jinx,Flash,Heal,Conqueror,Domination,5,3,7,1
555,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,7,7,3,1
556,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9,3,5,1
557,Victory,Jinx,Flash,Heal,Conqueror,Domination,4,4,11,1
558,Defeat,Jinx,Flash,Heal,Conqueror,Domination,0,4,3,1
559,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,8,8,6,1
560,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4,9,6,1
561,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,6,1,4,1
562,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,3,11,9,1
563,Victory,Senna,Flash,Heal,Glacial Augment,Precision,5,0,9,1
564,Defeat,Miss Fortune,Flash,Exhaust,Press the Attack,Domination,0,8,4,1
565,Defeat,Jinx,Flash,Heal,Conqueror,Domination,6,7,12,1
566,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,3,7,1,1
567,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7,4,10,1
568,Defeat,Jinx,Flash,Heal,Conqueror,Domination,7,7,7,1
569,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,3,5,5,1
570,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,0,1,1,1
571,Victory,Jinx,Flash,Heal,Conqueror,Domination,5,0,2,1
572,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,11,11,9,1
573,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,13,11,11,1
574,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,18,6,14,1
575,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,6,1,6,1
576,Victory,Ziggs,Flash,Teleport,Arcane Comet,Inspiration,11,6,8,1
577,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,7,8,3,1
578,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7,1,2,1
579,Victory,Lillia,Flash,Smite,Dark Harvest,Inspiration,2,1,8,1
580,Victory,Aphelios,Flash,Heal,Conqueror,Domination,9,3,7,1
581,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,3,10,1,1
582,Victory,Renekton,Flash,Teleport,Conqueror,Resolve,9,3,9,1
583,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,5,1,11,1
584,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,9,6,9,1
585,Victory,Jinx,Flash,Heal,Conqueror,Domination,7,3,6,1
586,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,14,7,5,1
587,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,10,0,4,1
588,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,3,8,1,1
589,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4,5,1,1
590,Victory,Jinx,Flash,Heal,Conqueror,Domination,5,3,8,1
591,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,11,2,8,1
592,Victory,Jinx,Flash,Heal,Conqueror,Domination,12,2,12,1
593,Victory,Rek'Sai,Flash,Smite,Hail of Blades,Sorcery,17,2,4,1
594,Victory,Gnar,Flash,Teleport,Grasp of the Undying,Domination,6,6,9,1
595,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,6,7,4,1
596,Defeat,Kog'Maw,Flash,Barrier,Lethal Tempo,Domination,8,7,8,1
597,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,5,1,8,1
598,Victory,Gragas,Flash,Teleport,Grasp of the Undying,Inspiration,2,4,4,1
599,Defeat,Kog'Maw,Flash,Heal,Lethal Tempo,Domination,11,5,2,1
600,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7,4,3,1
601,Victory,Senna,Flash,Heal,Glacial Augment,Precision,9,6,15,1
602,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,20,4,5,1
603,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,12,8,7,1
604,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,13,3,9,1
605,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12,6,5,1
606,Victory,Sivir,Flash,Heal,Dark Harvest,Sorcery,6,2,11,1
607,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,5,1,9,1
608,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,4,8,1
609,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,5,6,5,1
610,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,7,10,6,1
611,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,10,4,5,1
612,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,9,10,1
613,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,15,7,10,1
614,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,3,3,4,1
615,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,1,0,2,1
616,Defeat,Azir,Flash,Teleport,Arcane Comet,Inspiration,0,5,3,1
617,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,1,5,3,1
618,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,3,4,1
619,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7,1,10,1
620,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,22,14,14,1
621,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,8,1,5,1
622,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,9,1,11,1
623,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,0,7,2,1
624,Victory,Vayne,Flash,Heal,Press the Attack,Domination,14,6,3,1
625,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,4,6,9,1
626,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,8,2,1
627,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4,2,4,1
628,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,2,2,7,1
629,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,7,3,7,1
630,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,3,8,1
631,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,4,2,1
632,Defeat,Ryze,Flash,Teleport,Phase Rush,Domination,2,10,0,1
633,Victory,Aphelios,Flash,Heal,Conqueror,Domination,2,1,5,1
634,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,7,9,3,1
635,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,7,1,5,1
636,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6,1,6,1
637,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,8,5,1
638,Defeat,Vayne,Flash,Teleport,Press the Attack,Domination,4,10,5,1
639,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2,11,12,1
640,Defeat,Rek'Sai,Flash,Smite,Hail of Blades,Sorcery,7,9,6,1
641,Victory,Sivir,Flash,Heal,Dark Harvest,Sorcery,5,3,12,1
642,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,6,9,4,1
643,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9,1,11,1
644,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,1,4,1
645,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,11,3,2,1
646,Defeat,Draven,Flash,Exhaust,Hail of Blades,Precision,9,12,7,1
647,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4,2,5,1
648,Victory,Xayah,Flash,Heal,Lethal Tempo,Domination,8,4,5,1
649,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,1,6,1
650,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,5,8,3,1
651,Victory,Sivir,Flash,Teleport,Dark Harvest,Sorcery,11,5,18,1
652,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9,4,3,1
653,Defeat,Viego,Flash,Smite,Conqueror,Domination,2,4,0,1
654,Defeat,Senna,Flash,Heal,Grasp of the Undying,Precision,4,12,20,1
655,Victory,Senna,Flash,Heal,Glacial Augment,Precision,8,3,8,1
656,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7,4,1,1
657,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,2,5,2,1
658,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,2,6,0,1
659,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,1,4,1
660,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,5,3,5,1
661,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,14,8,4,1
662,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,5,6,3,1
663,Defeat,Pyke,Flash,Ignite,Hail of Blades,Inspiration,1,5,4,1
664,Victory,Senna,Flash,Teleport,Glacial Augment,Precision,7,5,11,1
665,Victory,Vayne,Flash,Heal,Press the Attack,Domination,9,2,7,1
666,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,4,7,1,1
667,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,6,6,7,1
668,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,12,7,12,1
669,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,10,9,7,1
670,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,2,9,1
671,Victory,Ezreal,Flash,Teleport,Conqueror,Sorcery,9,3,11,1
672,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,4,9,5,1
673,Victory,Sivir,Flash,Teleport,Dark Harvest,Sorcery,14,8,14,1
674,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,11,4,2,1
675,Victory,Nautilus,Flash,Exhaust,Aftershock,Inspiration,2,9,24,1
676,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,3,7,1
677,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,7,4,4,1
678,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,5,4,1
679,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,6,10,4,1
680,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13,5,6,1
681,Victory,Senna,Flash,Teleport,Glacial Augment,Precision,3,6,11,1
