,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
349,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,10,4,7,
350,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,9,0,6,
351,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4,0,9,
352,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,0,5,
353,Defeat,Yasuo,Flash,Exhaust,Conqueror,Domination,3,3,1,
354,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6,1,8,
355,Defeat,Alistar,Flash,Ignite,Aftershock,Inspiration,2,4,2,
356,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,13,5,4,
357,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1,10,6,
358,Victory,Aphelios,Flash,Heal,Conqueror,Domination,5,3,3,
359,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,8,4,6,
360,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,5,4,10,
361,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0,3,3,
362,Victory,Alistar,Flash,Ignite,Aftershock,Inspiration,3,2,3,
363,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,4,2,4,
364,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,11,5,5,
365,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,3,1,
366,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,5,2,3,
367,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7,3,14,
368,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3,5,3,
369,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3,9,4,
370,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12,2,9,
371,Defeat,Ashe,Flash,Heal,Lethal Tempo,Inspiration,1,6,9,
372,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,4,0,7,
373,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,11,6,12,
374,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,15,9,9,
375,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,0,11,4,
376,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,5,3,1,
377,Victory,Lillia,Flash,Smite,Dark Harvest,Sorcery,2,0,5,
378,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,3,4,5,
379,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1,1,1,
380,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1,7,3,
381,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,5,7,
382,Victory,Sion,Flash,Teleport,Glacial Augment,Resolve,6,3,17,
383,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,0,7,0,
384,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7,1,7,
385,Defeat,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,1,11,5,
386,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,5,10,8,
387,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,14,2,8,
388,Victory,Ashe,Flash,Heal,Lethal Tempo,Inspiration,8,3,13,
389,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,1,4,7,
390,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,2,6,
391,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,10,3,13,
392,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,15,1,6,
393,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Domination,4,4,10,
394,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,7,2,11,
395,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,7,1,7,
396,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,10,5,5,
397,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,3,1,2,
398,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,0,2,3,
399,Victory,Senna,Flash,Heal,Glacial Augment,Precision,7,2,11,
400,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,14,2,6,
401,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,5,1,6,
402,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,10,1,11,
403,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,3,1,
404,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,2,4,0,
405,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,7,5,9,
406,Defeat,Ashe,Flash,Heal,Lethal Tempo,Inspiration,3,10,17,
407,Defeat,Ashe,Flash,Heal,Lethal Tempo,Inspiration,4,6,13,
408,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,14,5,3,
409,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,13,0,4,
410,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,8,2,7,
411,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12,1,3,
412,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,5,1,2,
413,Victory,Lucian,Flash,Exhaust,Press the Attack,Inspiration,5,1,5,
414,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,5,2,3,
415,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,10,4,9,
416,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,5,7,0,
417,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,1,9,
418,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,2,10,3,
419,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,9,2,13,
420,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,4,4,8,
421,Defeat,Ezreal,Flash,Teleport,Conqueror,Inspiration,7,5,5,
422,Defeat,Irelia,Flash,Cleanse,Conqueror,Inspiration,0,5,1,
423,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,9,3,12,
424,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,5,3,4,
425,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,11,7,12,
426,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,5,1,2,
427,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,0,4,0,
428,Victory,Ashe,Flash,Heal,Lethal Tempo,Inspiration,4,2,10,
429,Victory,Morgana,Flash,Ignite,Guardian,Inspiration,3,5,24,
430,Victory,Hecarim,Ghost,Smite,Phase Rush,Domination,10,4,3,
431,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,2,6,10,
432,Defeat,Udyr,Flash,Smite,Phase Rush,Precision,4,2,3,
433,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,7,3,5,
434,Victory,Senna,Flash,Heal,Glacial Augment,Precision,10,3,15,
435,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,4,3,4,
436,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,0,5,1,
437,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,1,7,
438,Defeat,Tristana,Flash,Heal,Press the Attack,Domination,3,6,3,
439,Victory,Ashe,Flash,Heal,Lethal Tempo,Inspiration,6,8,13,
440,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1,5,3,
441,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1,6,1,
442,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,10,1,3,
443,Victory,Irelia,Flash,Ignite,Conqueror,Inspiration,10,2,4,
444,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,3,3,1,
445,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,8,0,5,
446,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,10,2,7,
447,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,1,2,0,
448,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,5,9,6,
449,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,2,2,2,
450,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,1,5,1,
451,Victory,Gnar,Flash,Teleport,Grasp of the Undying,Domination,10,3,12,
452,Remake,Tristana,Flash,Heal,Press the Attack,Domination,0,0,0,
453,Defeat,Alistar,Flash,Ignite,Aftershock,Inspiration,0,12,4,
454,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,2,0,4,
455,Defeat,Jayce,Flash,Teleport,Phase Rush,Inspiration,0,6,2,
456,Victory,Ashe,Flash,Heal,Lethal Tempo,Inspiration,3,1,11,
457,Victory,Irelia,Flash,Teleport,Conqueror,Domination,4,3,2,
458,Defeat,Sion,Flash,Teleport,Glacial Augment,Resolve,3,9,13,
459,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,8,1,6,
460,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,10,5,9,
461,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,1,6,1,
462,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,13,5,19,
463,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,4,5,
464,Victory,Tristana,Flash,Heal,Hail of Blades,Inspiration,10,5,7,
465,Victory,Xayah,Flash,Heal,Lethal Tempo,Domination,6,3,10,
466,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,8,3,4,
467,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,8,1,8,
468,Victory,Lillia,Flash,Smite,Dark Harvest,Inspiration,1,3,12,
469,Defeat,Alistar,Flash,Ignite,Aftershock,Inspiration,0,3,3,
470,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,3,5,
471,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,4,5,5,
472,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,8,7,12,
473,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,11,0,7,
474,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,3,8,16,
475,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,11,3,10,
476,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,4,4,13,
477,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,29,4,6,
478,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6,3,4,
479,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,5,1,6,
480,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,5,0,4,
481,Defeat,Draven,Flash,Cleanse,Press the Attack,Domination,6,7,11,
482,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,1,4,5,
483,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,6,2,10,
484,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,4,0,7,
485,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,8,5,11,
486,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,4,0,1,
487,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3,4,1,
488,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,3,0,5,
489,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,3,2,2,
490,Defeat,Varus,Flash,Teleport,Arcane Comet,Inspiration,5,6,6,
491,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,3,7,6,
492,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,0,2,1,
493,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,5,6,2,
494,Victory,Gnar,Flash,Teleport,Grasp of the Undying,Domination,5,5,8,
495,Defeat,Ezreal,Flash,Cleanse,Conqueror,Inspiration,1,4,2,
496,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,10,3,9,
497,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,8,0,4,
498,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,7,4,13,
499,Defeat,Lucian,Flash,Heal,Press the Attack,Inspiration,10,6,2,
500,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,6,6,1,
501,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,11,9,18,
502,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,14,7,12,
503,Victory,Sion,Flash,Teleport,Glacial Augment,Resolve,1,4,27,
504,Defeat,Alistar,Flash,Ignite,Aftershock,Inspiration,2,6,11,
505,Defeat,Irelia,Flash,Ignite,Conqueror,Domination,1,5,2,
506,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13,5,10,
507,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,6,5,4,
508,Defeat,Draven,Flash,Heal,Press the Attack,Domination,1,5,3,
509,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,5,8,
510,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,12,7,9,
511,Defeat,Ashe,Flash,Cleanse,Lethal Tempo,Inspiration,1,4,3,
512,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,7,4,10,
513,Victory,Senna,Flash,Heal,Glacial Augment,Precision,10,0,13,
514,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,7,5,2,
515,Defeat,Lucian,Flash,Cleanse,Press the Attack,Inspiration,3,5,2,
516,Victory,Ashe,Flash,Heal,Lethal Tempo,Inspiration,14,3,15,
517,Defeat,Jinx,Flash,Heal,Conqueror,Domination,5,3,2,
518,Defeat,Ezreal,Flash,Teleport,Conqueror,Inspiration,4,10,8,
519,Victory,Ezreal,Flash,Cleanse,Conqueror,Inspiration,13,4,8,
520,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,6,5,5,
521,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,4,2,1,
522,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,16,0,4,
523,Victory,Ezreal,Flash,Teleport,Conqueror,Inspiration,2,3,8,
524,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,3,1,0,
525,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,11,2,8,
526,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,0,2,5,
527,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,14,5,9,
528,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,1,3,3,
529,Defeat,Senna,Flash,Exhaust,Glacial Augment,Precision,1,12,13,
530,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8,2,5,
531,Victory,Twisted Fate,Flash,Teleport,Unsealed Spellbook,Resolve,2,3,2,
532,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,1,4,5,
533,Defeat,Sivir,Flash,Teleport,Dark Harvest,Sorcery,4,7,3,
534,Victory,Aphelios,Flash,Heal,Conqueror,Domination,2,7,6,
535,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,9,2,7,
536,Defeat,Sion,Flash,Teleport,Glacial Augment,Resolve,4,13,5,
537,Victory,Sion,Flash,Teleport,Glacial Augment,Resolve,1,1,13,
538,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,1,2,2,
539,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,7,6,14,
540,Defeat,Syndra,Flash,Teleport,Phase Rush,Inspiration,4,11,6,
541,Defeat,Jinx,Flash,Heal,Conqueror,Domination,5,6,2,
542,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,14,5,10,
543,Defeat,Twitch,Flash,Heal,Hail of Blades,Sorcery,9,6,10,
544,Defeat,Jinx,Flash,Heal,Conqueror,Domination,0,3,1,
545,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,9,4,5,
546,Defeat,Senna,Flash,Cleanse,Glacial Augment,Precision,2,9,15,
547,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,1,6,3,
548,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,3,1,
549,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,11,1,2,
550,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,11,4,14,
551,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,9,5,6,
552,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,1,5,3,
553,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,4,3,3,
554,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,9,1,5,
555,Victory,Aphelios,Flash,Heal,Conqueror,Domination,16,2,11,
556,Victory,Aphelios,Flash,Heal,Conqueror,Domination,12,3,5,
557,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13,5,4,
558,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,9,3,6,
559,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,4,5,1,
560,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4,6,4,
561,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,1,11,8,
562,Victory,Jinx,Flash,Heal,Conqueror,Domination,11,1,9,
563,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,10,2,3,
564,Victory,Rell,Flash,Ignite,Aftershock,Inspiration,2,3,10,
565,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,1,0,
566,Victory,Twitch,Flash,Heal,Hail of Blades,Sorcery,6,5,9,
567,Defeat,Jinx,Flash,Heal,Conqueror,Domination,3,3,0,
568,Defeat,Quinn,Flash,Ignite,Press the Attack,Domination,0,11,0,
569,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,16,10,12,
570,Victory,Irelia,Flash,Ignite,Conqueror,Domination,6,5,7,
571,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,3,6,
572,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,4,3,
573,Defeat,Ezreal,Flash,Cleanse,Conqueror,Inspiration,4,2,0,
574,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4,5,5,
575,Defeat,Irelia,Flash,Ignite,Conqueror,Domination,0,4,0,
576,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,3,10,
577,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,12,7,9,
578,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5,7,9,
579,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8,2,2,
580,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,9,7,7,
581,Victory,Jinx,Flash,Heal,Conqueror,Domination,10,3,13,
582,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,15,2,10,
583,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,4,6,8,
584,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,1,5,1,
585,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,8,0,2,
586,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,7,9,9,
587,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,4,5,5,
588,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5,6,8,
589,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3,3,2,
590,Defeat,Irelia,Flash,Ignite,Conqueror,Domination,8,8,7,
591,Victory,Twitch,Flash,Heal,Hail of Blades,Sorcery,9,4,11,
592,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,14,3,10,
593,Victory,Ezreal,Flash,Cleanse,Conqueror,Inspiration,4,2,2,
594,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,0,8,2,
595,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,4,6,8,
596,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,0,4,1,
597,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Domination,4,1,5,
598,Defeat,Syndra,Flash,Teleport,Arcane Comet,Inspiration,2,8,3,
599,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,5,3,
600,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4,7,10,
601,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,4,6,1,
602,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,6,2,
603,Defeat,Gragas,Flash,Ignite,Phase Rush,Inspiration,2,5,4,
604,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,18,4,10,
605,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,0,4,1,
606,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,3,6,1,
607,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12,4,13,
608,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13,3,9,
609,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,11,5,12,
610,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,1,3,
611,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4,1,1,
612,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,9,2,9,
613,Defeat,Varus,Flash,Teleport,Arcane Comet,Precision,2,10,3,
614,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9,5,15,
615,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1,2,0,
616,Victory,Irelia,Flash,Teleport,Conqueror,Domination,2,2,1,
617,Victory,Jinx,Flash,Heal,Conqueror,Domination,7,2,8,
618,Victory,Irelia,Flash,Ignite,Conqueror,Domination,8,7,5,
619,Victory,Irelia,Flash,Cleanse,Conqueror,Domination,2,2,6,
620,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18,4,9,
621,Victory,Irelia,Flash,Teleport,Conqueror,Domination,4,4,5,
622,Defeat,Gragas,Flash,Ignite,Arcane Comet,Inspiration,0,10,3,
623,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,3,5,4,
624,Defeat,Samira,Flash,Heal,Conqueror,Domination,1,1,1,
625,Defeat,Samira,Flash,Heal,Conqueror,Domination,7,6,10,
626,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,9,3,8,
627,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,3,1,
628,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,5,4,6,
629,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,0,7,
630,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,4,7,
631,Defeat,Jinx,Flash,Heal,Conqueror,Domination,2,3,3,
632,Defeat,Gnar,Flash,Teleport,Grasp of the Undying,Domination,4,5,1,
633,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,7,7,5,
634,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,13,2,9,
635,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,6,7,24,
636,Victory,Jinx,Flash,Heal,Conqueror,Domination,9,1,9,
637,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,8,10,9,
638,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9,5,16,
639,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,9,5,4,
640,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,7,8,
641,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,13,6,10,
642,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,3,2,5,
643,Victory,Jinx,Flash,Heal,Conqueror,Domination,5,2,2,
644,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,13,2,8,
645,Victory,Irelia,Flash,Teleport,Conqueror,Domination,3,0,1,
646,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,3,2,
647,Defeat,Jinx,Flash,Heal,Conqueror,Domination,6,5,6,
648,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,6,2,5,
649,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,11,6,9,
650,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1,6,3,
651,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0,4,4,
652,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,3,6,
653,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1,2,0,
654,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,16,2,8,
655,Defeat,Taliyah,Flash,Smite,Phase Rush,Domination,4,5,10,
656,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,6,4,
657,Defeat,Ezreal,Flash,Cleanse,Conqueror,Inspiration,3,6,7,
658,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,7,4,6,
659,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,7,4,4,
660,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,10,8,14,
661,Victory,Jinx,Flash,Heal,Conqueror,Domination,10,4,6,
662,Victory,Senna,Flash,Exhaust,Glacial Augment,Precision,4,4,8,
663,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2,1,9,
664,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4,2,5,
665,Defeat,Jarvan IV,Flash,Smite,Conqueror,Inspiration,3,4,8,
666,Victory,Jinx,Flash,Heal,Conqueror,Domination,1,2,4,
667,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4,1,6,
668,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,8,3,7,
669,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,10,2,12,
670,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,2,4,3,
671,Victory,Jinx,Flash,Heal,Conqueror,Domination,4,0,9,
672,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,10,0,6,
673,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,7,6,9,
674,Victory,Jinx,Flash,Heal,Conqueror,Domination,9,0,4,
675,Victory,Jinx,Flash,Heal,Conqueror,Domination,9,5,11,
676,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,10,6,4,
677,Victory,Jinx,Flash,Heal,Conqueror,Domination,4,1,6,
678,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,2,6,1,
679,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,4,3,4,
680,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,6,5,5,
681,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,3,7,
682,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,5,7,3,
683,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,3,3,
684,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,5,4,
685,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,6,3,8,
686,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5,7,5,
687,Victory,Samira,Flash,Heal,Conqueror,Domination,13,2,6,
688,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,2,7,
689,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,13,3,10,
690,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1,5,2,
691,Victory,Rell,Flash,Ignite,Aftershock,Inspiration,1,5,22,
692,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,1,8,
693,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,5,1,4,
694,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0,1,2,
695,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,4,4,
696,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8,0,3,
697,Victory,Varus,Flash,Teleport,Arcane Comet,Inspiration,6,4,2,
698,Defeat,Udyr,Flash,Smite,Phase Rush,Precision,5,5,15,
699,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,7,7,2,
700,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,4,7,3,
